id,hindi,santali
29,वैज्ञानिकों का कहना है कि इस जानवर का झुकाव एक पीला या कार्टेन के साथ शीर्ष पर था।,ᱥᱟᱬᱮᱥᱤᱭᱟ ᱠᱚᱣᱟᱜ ᱢᱮᱱ ᱠᱟᱱᱟ ᱡᱮ ᱱᱩᱭ ᱡᱟᱱᱣᱟᱨᱟᱜ ᱤᱞ ᱪᱮᱛᱟᱱ ᱠᱷᱚᱱ ᱥᱟᱦᱵᱩᱛ - ᱯᱮᱨᱮᱡ ᱨᱚᱝ ᱨᱮᱱᱟᱜ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱟᱨ ᱞᱟᱛᱟᱨ ᱟᱜ ᱦᱟᱹᱴᱤᱧ ᱫᱚ ᱥᱟᱥᱟᱝ ᱥᱮ ᱠᱮᱭᱨᱚᱴᱤᱱᱚᱭᱰ ᱨᱚᱝ ᱨᱮᱱᱟᱜ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ᱾
30,इस खोज से पक्षियों के पंखों के विकास की समझ भी मिलती है ।,ᱱᱚᱶᱟ ᱠᱷᱚᱡᱽ ᱪᱮᱬᱮ ᱨᱮ ᱤᱞ ᱦᱟᱨᱟᱜ ᱨᱮ ᱦᱚᱸ ᱚᱱᱛᱟᱨᱫᱽᱨᱤᱥᱴᱤ ᱯᱨᱚᱫᱟᱱ ᱮᱫᱟᱭ᱾
31,"क्योंकि इन अन्य लक्षणों को एक अच्छी तरह से बना हुआ पंख नहीं होता, लेकिन पंखों की अन्य विशेषताएँ भी होती हैं — बार्ब और टेब्स — इन वैज्ञानिकों को बाद में विकास के विकास की संभावना थी कि इन अन्य लक्षणों के बारे में.","ᱪᱮᱫᱟᱜ ᱥᱮ ᱰᱟᱭᱱᱟᱥᱚᱨ ᱟᱜ ᱤᱞ ᱨᱮ ᱢᱤᱫ ᱦᱟᱨᱟᱜ ᱞᱮᱠᱟᱱ ᱵᱮᱥ ᱥᱟᱯᱷᱴ ᱵᱟᱝ ᱠᱷᱟᱱ ᱛᱟᱦᱮᱱ ᱠᱟᱱᱟ, ᱡᱟᱦᱟᱸ ᱫᱚ ᱨᱮᱭᱪᱤᱥ ᱠᱚ ᱢᱮᱛᱟᱜ ᱠᱟᱱᱟ, ᱢᱮᱱᱠᱷᱟᱱ ᱤᱞ ᱨᱮᱱᱟᱜ ᱟᱭᱢᱟ ᱵᱤᱥᱮᱥᱛᱟ ᱠᱚ ᱢᱮᱱᱟᱜᱼᱟ — ᱵᱟᱵᱟᱨᱥ ᱟᱨ ᱵᱟᱨᱵᱩᱞᱥ — ᱠᱷᱚᱡᱽ ᱨᱮ ᱟᱜᱽᱢᱟ ᱞᱟᱜᱟᱣ ᱦᱩᱭ ᱟᱠᱟᱱᱟ ᱡᱮ ᱨᱮᱭᱪᱤᱥ ᱥᱚᱢᱵᱷᱚᱣᱛᱟ ᱢᱤᱫ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱛᱟᱭᱚᱢ ᱛᱮ ᱵᱤᱠᱟᱥᱵᱟᱫᱤ ᱠᱚᱣᱟᱜ ᱡᱮ ᱨᱮᱭᱪᱤᱥ ᱚᱱᱟ ᱨᱮᱱᱟᱜ ᱵᱮᱵᱷᱟᱨ ᱩᱰᱟᱹᱣ ᱨᱮ ᱵᱟᱝ ᱠᱟᱛᱮ ᱢᱮᱱᱠᱷᱟᱱ ᱛᱚᱯᱢᱟᱱ ᱣᱤᱱᱤᱢᱟᱭ ᱥᱮ ᱯᱨᱚᱫᱚᱨᱥᱚᱱ ᱞᱟᱹᱜᱤᱫ ᱦᱩᱭ ᱞᱮᱱ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ᱾"
32,"पंखों की संरचना का सुझाव है कि वे उड़ान में प्रयोग नहीं किया गया था लेकिन तापमान या प्रदर्शन के बजाय. खोजकर्ताओं ने सुझाव दिया कि, हालांकि यह एक युवा Merer की पूंछ है, नमूना वयस्कों को दिखाई देता है और न कि एक लड़की के नीचे.","ᱛᱚᱞᱟᱥ ᱟᱱᱤᱡ ᱠᱚ ᱞᱟᱹᱭ ᱠᱮᱫᱼᱟ ᱡᱮ, ᱦᱩᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱱᱚᱶᱟ ᱡᱮ ᱢᱤᱫ ᱡᱩᱣᱟᱹᱱ ᱰᱟᱭᱱᱟᱥᱚᱨ ᱟᱜ ᱪᱩᱯᱤ ᱢᱮᱱᱟᱜᱼᱟ, ᱱᱚᱢᱩᱱᱟ ᱣᱭᱟᱥᱠ ᱤᱞ ᱩᱫᱩᱜᱚᱜ ᱠᱟᱱᱟ, ᱵᱟᱝ ᱫᱚ ᱰᱩᱡᱮ ᱠᱚ ᱞᱟᱛᱟᱨ᱾"
33,"वैज्ञानिकों ने सुझाव दिया कि, हालांकि यह एक युवा फ़्लॉसर की पूंछ है, नमूना वयस्कों को दिखाई देता है और एक लड़की के नीचे नहीं.","ᱛᱚᱞᱟᱥ ᱟᱱᱤᱡ ᱠᱚ ᱞᱟᱹᱭ ᱠᱮᱫᱼᱟ ᱡᱮ, ᱦᱩᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱱᱚᱶᱟ ᱡᱮ ᱢᱤᱫ ᱡᱩᱣᱟᱹᱱ ᱰᱟᱭᱱᱟᱥᱳᱨ ᱟᱜ ᱪᱩᱯᱤ ᱢᱮᱱᱟᱜᱼᱟ, ᱱᱚᱢᱩᱱᱟ ᱣᱭᱟᱥᱠ ᱤᱞ ᱩᱫᱩᱜᱚᱜ ᱠᱟᱱᱟ, ᱵᱟᱝ ᱫᱚ ᱢᱤᱫ ᱪᱤᱠ ᱰᱟᱣᱩᱱ᱾"
34,पुलिस मुख्यालय में एक कार बम विस्फोट ने कल रात को दो पुलिस अफ़सरों को मार डाला और बीस से ज़्यादा लोगों को घायल किया ।,ᱛᱩᱨᱠᱤ ᱨᱮᱱᱟᱜ ᱜᱟᱡᱤᱭᱟᱸᱴᱮᱯ ᱨᱮ ᱯᱩᱞᱤᱥ ᱢᱩᱠᱷᱭᱟᱞᱚᱭ ᱨᱮ ᱦᱚᱞ ᱥᱮᱛᱟᱜ ᱢᱤᱫ ᱠᱟᱨ ᱵᱚᱢ ᱚᱴᱮᱫ ᱨᱮ ᱵᱟᱨᱭᱟ ᱯᱩᱞᱤᱥ ᱟᱫᱷᱤᱠᱟᱨᱤ ᱠᱤᱱᱟᱜ ᱜᱩᱨ ᱦᱩᱭ ᱮᱱᱟ ᱟᱨ ᱵᱟᱨ ᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱠᱷᱚᱱ ᱵᱟᱹᱲᱛᱤ ᱦᱚᱲ ᱠᱚ ᱜᱷᱟᱣ ᱮᱱᱟ᱾
35,राज्यपाल के कार्यालय ने कहा कि घायल लोगों में से उन्नीस पुलिस अधिकारी थे।,ᱯᱚᱱᱚᱛ ᱜᱚᱢᱠᱮ ᱟᱹᱢᱟᱹᱞᱤᱨᱮ ᱢᱮᱱ ᱠᱮᱫᱼᱟ ᱡᱮ ᱜᱷᱟᱣ ᱟᱠᱟᱱ ᱠᱚ ᱫᱚ ᱜᱮ ᱟᱨᱮ ᱯᱩᱞᱤᱥ ᱟᱫᱷᱤᱠᱟᱨᱤ ᱠᱚ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ᱾
36,पुलिस ने कहा कि वे हमले की जिम्मेदारी के सैन्य रूप से संदेह करते हैं।,ᱯᱩᱞᱤᱥ ᱠᱚ ᱢᱮᱱ ᱠᱮᱫᱼᱟ ᱡᱮ ᱩᱱᱠᱩ ᱦᱟᱢᱞᱟ ᱨᱮᱱᱟᱜ ᱵᱚᱡᱷ ᱨᱮ ᱢᱤᱫ ᱠᱚᱛᱷᱤᱛ ᱫᱟ ᱮᱥ (ᱟᱭᱤ ᱮᱥ ᱟᱭᱤ ᱮᱞ) ᱟᱛᱟᱝᱠᱣᱟᱫᱤ ᱨᱮ ᱥᱟᱠ ᱢᱮᱱᱟᱜᱼᱟ᱾
37,"उन्होंने सूर्य को अन्य तारों के रूप में अन्य बुनियादी सिद्धांतों पर प्रयोग किया: तंत्र के सभी तारों का कार्य उनकी चमक - दमक, उनका परिक्रमण, और कोई दूसरा नहीं पाया गया ।","ᱩᱱᱠᱩᱠᱚ ᱧᱟᱢ ᱠᱮᱫᱼᱟ ᱡᱮ ᱥᱤᱧ ᱪᱟᱸᱫᱚ ᱮᱴᱟᱜ ᱤᱯᱤᱞ ᱠᱚᱣᱟᱜ ᱥᱚᱢᱟᱱ ᱢᱩᱬ ᱥᱤᱫᱷᱟᱱᱛᱚ ᱨᱮ ᱥᱟᱧᱪᱟᱞᱤᱛ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ: ᱥᱤᱥᱴᱚᱢ ᱨᱮ ᱥᱟᱱᱟᱢ ᱤᱯᱤᱞ ᱠᱚᱣᱟᱜ ᱜᱚᱛᱤᱵᱤᱫᱷᱤ ᱩᱱᱠᱩᱣᱟᱜ ᱡᱷᱤᱞᱢᱤᱞᱟᱹᱣ, ᱩᱱᱠᱩᱣᱟᱜ ᱟᱹᱪᱩᱨᱚᱜ ᱟᱨ ᱠᱤᱪᱷᱩ ᱜᱟᱱ ᱦᱚᱛᱮᱛᱮᱦᱚᱸ ᱥᱚᱧᱪᱟᱞᱚᱜ ᱠᱟᱱᱟI"
38,"एक तारे की रॉस संख्या, जो प्लाविका के प्रवाह से सम्बन्धित है, निर्धारित करने के लिए प्रकाश और घुमाव एक साथ इस्तेमाल किया जाता है.","ᱪᱟᱢᱠᱟᱜ ᱟᱨ ᱜᱷᱩᱨᱱᱟᱱ ᱨᱮᱱᱟᱜ ᱠᱟᱹᱢᱤ ᱢᱤᱫ ᱥᱴᱟᱨ ᱟᱜ ᱱᱤᱨᱫᱷᱟᱨᱟᱱ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫ ᱫᱷᱟᱣ ᱛᱮ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱨᱚᱵᱽᱥᱤ ᱮᱞ, ᱡᱟᱦᱟᱸ ᱫᱚ ᱯᱞᱟᱡᱽᱢᱟ ᱯᱨᱟᱣᱟᱦ ᱥᱟᱶ ᱥᱟᱹᱜᱟᱹᱭ ᱢᱮᱱᱟᱜᱼᱟ᱾"
39,"रोबी नंबरों में छोटे - छोटे तारे, जिस तारे को चुंबकीय सुधार के संबंध में सक्रिय करते हैं, वह कम सक्रिय होता है ।","ᱨᱚᱵᱽᱥᱤ ᱮᱞ ᱡᱟᱦᱟᱸ ᱛᱤᱱᱟᱹᱜ ᱠᱟᱹᱴᱤᱡ ᱢᱮᱱᱟᱜᱼᱟ, ᱪᱩᱢᱩᱠ ᱩᱛᱠᱨᱚᱢᱚᱬ ᱨᱮᱱᱟᱜ ᱡᱚᱯᱚᱲᱟᱣ ᱨᱮ ᱥᱴᱟᱨ ᱩᱱᱟᱹᱜ ᱜᱮ ᱠᱚᱢ ᱥᱚᱠᱨᱤᱭᱚ ᱠᱚ ᱛᱟᱦᱮᱱᱟ᱾"
40,"उनकी यात्रा के दौरान, मैं कई अवसरों पर परेशान हो गया ।","ᱫᱟᱬᱟᱱ ᱚᱠᱛᱚ, ᱤᱣᱟᱥᱟᱠᱤ ᱟᱭᱢᱟ ᱫᱷᱟᱣ ᱮᱴᱠᱮᱴᱚᱬᱮ ᱨᱮᱭ ᱧᱩᱨ ᱞᱮᱱᱟ᱾"
41,"वह समुद्री डाकूों द्वारा लूट लिया गया था, एक नौसिखिया कुत्ते द्वारा हमला किया गया, नेपाल में शादी से बच गया और भारत में गिरफ्तार कर लिया गया ।","ᱩᱱᱤ ᱫᱚᱨᱮᱭᱟ ᱨᱮᱱ ᱰᱟᱹᱠᱩ ᱠᱚ ᱞᱩᱴ ᱞᱮᱫᱮᱭᱟ, ᱛᱤᱵᱵᱚᱛ ᱨᱮ ᱠᱚᱝᱠᱟ ᱥᱮᱛᱟ ᱴᱷᱮᱱ ᱮ ᱟᱠᱨᱳᱢᱳᱱ ᱚᱪᱚ ᱞᱮᱱᱟ, ᱱᱮᱯᱟᱞ ᱨᱮ ᱵᱟᱯᱞᱟ ᱠᱷᱚᱱ ᱮ ᱫᱟᱹᱲ ᱞᱮᱫᱟ ᱟᱨ ᱥᱤᱧᱚᱛ ᱨᱮᱭ ᱮᱨᱮᱥᱴ ᱞᱮᱱᱟ᱾"
42,802.11n मानक 24Gez और 5.0GERT पर काम करता है.,᱘᱐᱒.᱑᱑n ᱥᱴᱮᱱᱰᱟᱨᱰ ᱒.᱔Ghz ᱟᱨ ᱕.᱐Ghz ᱵᱟᱱᱟᱨ ᱯᱷᱨᱤᱠᱩᱭᱮᱱᱥᱤ ᱨᱮᱜᱮᱭ ᱠᱟᱹᱢᱤᱭᱟ᱾
43,"यह इसे 802 के साथ संगत होने की अनुमति देगा.11a, 802.11b और 802 g, प्रदान करता है कि आधार स्टेशन में दो रेडियो है.","ᱱᱚᱣᱟ ᱫᱚ ᱘᱐᱒.᱑᱑a, ᱘᱐᱒.᱑᱑b ᱟᱨ ᱘᱐᱒.᱑᱑g ᱥᱟᱶ ᱛᱟᱭᱚᱢ ᱥᱮᱫ ᱠᱚᱢᱯᱮᱴᱮᱵᱚᱞ ᱚᱪᱚᱭᱟᱭ, ᱡᱩᱫᱤ ᱵᱮᱥ ᱥᱴᱮᱥᱚᱱ ᱨᱮ ᱰᱩᱣᱟᱞ ᱨᱮᱰᱤᱭᱚ ᱛᱟᱦᱮᱸᱱ ᱠᱷᱟᱱ᱾"
44,802.11n की गति इतनी तेज़ होती है जितना कि उसके पूर्ववासियों की अधिकतम स्वाभाविक रूप से 600- बिट/s द्वारा अधिकतम स्वाभाविक रूप से।,᱘᱐᱒.᱑᱑n ᱨᱮᱭᱟᱜ ᱛᱟᱹᱯᱤᱥ ᱖᱐᱐Mbit/s ᱨᱮᱭᱟᱜ ᱢᱮᱠᱥᱤᱢᱟᱢ ᱛᱷᱤᱭᱚᱨᱮᱴᱤᱠᱟᱞ ᱛᱷᱨᱚᱯᱩᱴ ᱥᱟᱶ ᱞᱟᱦᱟᱛᱮᱱᱤᱡ ᱠᱷᱚᱱ ᱟᱹᱰᱤ ᱜᱟᱱ ᱜᱮ ᱰᱷᱮᱨ ᱜᱮᱭᱟ᱾
45,दो बड़े बच्चों की शादी हो चुकी है ।,"ᱰᱩᱵᱷᱟᱞ, ᱡᱟᱦᱟᱸᱭ ᱫᱚ ᱵᱟᱨᱭᱟ ᱩᱢᱮᱨᱟᱱ ᱜᱤᱫᱽᱨᱟᱹ ᱟᱛᱮᱡ ᱮ ᱵᱟᱯᱞᱟ ᱟᱠᱟᱱᱟ, ᱢᱤᱞᱟᱨ ᱪᱮᱛᱟᱱ ᱢᱟᱨᱟᱝ ᱪᱷᱟᱯ ᱵᱟᱭ ᱵᱟᱹᱜᱤ ᱟᱠᱟᱫᱟ, ᱡᱟᱦᱟᱸ᱖ᱥᱟᱶ ᱱᱚᱣᱟ ᱠᱟᱹᱦᱱᱤ ᱡᱚᱯᱲᱟᱣ ᱢᱮᱱᱟᱜᱼᱟ᱾"
46,"जब उसने टिप्पणी के लिए पूछा, Mecak ने कहा, ""माइक सुनने के दौरान एक बहुत कुछ बात करते हैं ... मैं तैयार हो रहा था तो मैं वास्तव में वह क्या कह रहा था नहीं सुना था. ""","ᱨᱚᱲ ᱞᱟᱹᱜᱤᱫ ᱠᱩᱞᱤᱭᱮ ᱛᱟᱭᱚᱢ, ᱢᱤᱞᱟᱨ ᱮ ᱞᱟᱹᱭ ᱠᱮᱫᱟ, ""ᱟᱼᱟᱸᱡᱚᱢ ᱡᱚᱠᱷᱮᱡ ᱢᱟᱭᱤᱠ ᱟᱹᱰᱤᱭᱮ ᱨᱚᱲᱼᱟ…ᱤᱧ ᱥᱟᱯᱲᱟᱣᱚᱜ ᱠᱟᱱ ᱛᱟᱦᱮᱸᱱᱟ ᱚᱱᱟ ᱛᱮ ᱟᱥᱚᱞ ᱨᱮ ᱵᱟᱹᱧ ᱟᱸᱡᱚᱢ ᱞᱮᱫᱟ ᱩᱱᱤ ᱪᱮᱫ ᱮ ᱞᱟᱹᱭᱮᱫᱟ᱾"""
47,हम सन्‌ 2005 के स्तर से 2020 तक कार्बन डाइऑक्साइड को नष्ट करने की कोशिश करेंगे ।,"⁣ᱦᱩ ᱢᱮᱱ ᱠᱮᱜᱼᱟᱭ, ""ᱟᱵᱟ ᱒᱐᱒᱐ ᱫᱷᱟᱹᱵᱤᱡ‌ GDP ᱨᱮᱭᱟᱜ ᱡᱷᱟᱛᱚ ᱦᱟᱹᱴᱤᱧ ᱠᱟᱨᱵᱟᱱ ᱰᱟᱭᱚᱠᱥᱟᱭᱤᱰ ᱨᱮᱭᱟᱜ ᱩᱰᱟᱹᱣ ᱪᱷᱟᱹᱲ ᱠᱚ ᱒᱐᱐᱕ ᱫᱷᱟᱹᱲ ᱨᱮᱭᱟᱜ ᱚᱱᱛᱚᱨ ᱠᱷᱟᱱ ᱠᱟᱢ ᱠᱚᱨᱟᱣ ᱨᱮᱭᱟᱜ ᱪᱮᱥᱴᱟ ᱠᱚᱨᱟᱣᱟ᱾"""
48,उन्होंने कहा कि वे चीन के आर्थिक आउटपुट पर आधारित बनाया जाएगा एक आंकड़ा सेट नहीं किया.,"ᱩᱱᱤ ᱠᱚ ᱠᱷᱚᱴᱚ ᱞᱟᱹᱜᱤᱫ ᱪᱮᱫ ᱟᱝᱠᱲᱟ ᱵᱟᱭ ᱥᱮᱴ ᱞᱮᱜᱼᱟᱭ, ᱩᱱᱠᱩ ᱠᱚ ᱢᱮᱱ ᱮᱫᱟ ᱡᱮ ᱩᱱᱠᱩ ᱫᱚ ᱪᱤᱱ ᱨᱮᱭᱟᱜ ᱟᱨᱛᱷᱟ ᱱᱤᱛᱤ ᱠᱚ ᱯᱟᱧᱡᱟ ᱠᱟᱛᱮ ᱠᱚ ᱛᱮᱭᱟᱨᱟ᱾"
49,"हह ने विकासशील देशों को प्रोत्साहित किया ""पहले प्रदूषण के पुराने रास्ते से दूर रहने के लिए और बाद में साफ सफाई.""","ᱦᱩ ᱫᱚ ᱵᱤᱠᱥᱤᱛᱟᱜ ᱫᱤᱥᱟᱢ ᱠᱚ ""ᱢᱟᱨᱮ ᱛᱚᱨᱠᱟ ᱨᱮᱭᱟᱜ ᱵᱟᱹᱲᱤᱡ ᱦᱚᱨ ᱠᱷᱚᱱ ᱵᱟᱸᱪᱟᱣ ᱟᱨ ᱛᱟᱭᱟᱢ ᱛᱮ ᱥᱟᱯᱷᱟ ᱯᱩᱨᱟᱹᱣ ᱞᱟᱹᱜᱤᱫ"" ᱥᱟᱨᱦᱟᱣ ᱪᱟᱞ ᱟᱫ ᱠᱚᱣᱟᱭ᱾"
50,"उसने आगे कहा, ""नहीं, बल्कि उन ज़िम्मेदारियों को पूरा करने के लिए कहा जाना चाहिए जो उनके विकास, ज़िम्मेदारी और क्षमता से बाहर हैं।""","ᱩᱱᱤ ᱟᱨᱦᱚᱸ ᱢᱮᱱ ᱠᱮᱜᱼᱟᱭ ᱡᱮ ""ᱮᱱᱦᱚᱸ, ᱩᱱᱠᱩ ᱚᱱᱟ ᱫᱟᱭᱤᱛᱭᱚ ᱠᱚ ᱵᱟᱝ ᱮᱢ ᱞᱟᱹᱠᱛᱤ ᱠᱟᱛᱷᱟ ᱡᱟᱦᱟᱸ ᱩᱱᱠᱩᱣᱟᱜ ᱵᱤᱠᱟᱥ ᱪᱚᱨᱚᱱ, ᱫᱟᱭᱤᱛᱭᱚ ᱟᱨ ᱫᱟᱲᱮ ᱠᱚᱨᱮ ᱠᱷᱚᱱ ᱰᱷᱮᱨ ᱦᱩᱭᱩᱜ-ᱟI"""
51,"इराक अध्ययन समूह ने अपनी रिपोर्ट आज १२,०० जीएमटी पर पेश की ।",ᱤᱨᱟᱠ ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱠᱚ ᱛᱮᱦᱮᱸᱧ ᱑᱒.᱐᱐ GMT ᱨᱮ ᱠᱷᱚᱵᱚᱨ ᱩᱫᱩᱜ ᱠᱚ ᱫᱚᱦᱚ ᱠᱮᱜᱼᱟ᱾
52,यह कोई आश्‍चर्य की बात नहीं कि इराक में कोई भी कार्य करने का कोई निश्‍चय नहीं कर सकता ।,"ᱱᱟᱶᱟ ᱦᱩᱥᱤᱭᱟᱨᱮᱫᱟᱭ ᱡᱮ ᱪᱮᱫ ᱜᱚᱴᱟᱟᱹᱨᱤᱪ ᱵᱟᱹᱱᱩᱜᱼᱟ ᱡᱮ ᱪᱮᱞᱠᱟ ᱱᱤᱛ ᱟᱠᱛᱟ ᱨᱮ ᱤᱨᱟᱠ ᱨᱮ ᱥᱚᱢᱨᱚᱫᱟᱭ ᱛᱟᱯᱟᱢ, ᱰᱷᱮᱨᱚᱜ ᱠᱟᱱ ᱦᱤᱝᱥᱟ, ᱟᱨ ᱵᱟᱝ ᱚᱨᱟᱡᱟᱠᱛᱟ ᱪᱮᱛᱟᱱ ᱨᱮ ᱠᱟᱹᱢᱤ ᱦᱩᱭᱩᱜᱼᱟ᱾"
53,"रिपोर्ट, खुले बहस के लिए और मध्य पूर्व की नीति के बारे में संयुक्त राज्य अमेरिका में एक विवाद की स्थापना के लिए शुरू होती है.",ᱛᱟᱞᱟ ᱥᱟᱢᱟᱝ ᱨᱮᱭᱟᱜ ᱯᱨᱚᱛᱤᱱᱤᱫᱷᱤ ᱠᱚᱣᱟᱜ ᱠᱷᱚᱵᱚᱨ ᱡᱩᱢᱤᱫ ᱯᱚᱱᱚᱛ ᱟᱢᱮᱨᱤᱠᱟ ᱨᱮ ᱠᱷᱩᱞᱟᱹ ᱜᱟᱯᱟᱞᱢᱟᱨᱟᱣ ᱟᱨ ᱥᱟᱱᱟᱢ ᱠᱚ ᱴᱷᱟᱹᱣᱠᱟᱹ ᱠᱟᱫ ᱫᱚᱞᱤᱞ ᱥᱟᱶᱛᱮ ᱮᱛᱦᱚᱵᱚᱜ ᱠᱟᱱᱟ᱾
54,इस रिपोर्ट में इराक की ओर एक्ज़ैंड नीति के लगभग हर पहलू की अत्यधिक आलोचना की गयी है और यह तत्काल दिशा के परिवर्तन का आग्रह करता है ।,ᱤᱨᱟᱠ ᱨᱮᱭᱟᱜ ᱠᱷᱚᱵᱚᱨ ᱯᱨᱟᱛᱤ ᱠᱟᱹᱢᱤᱦᱚᱨᱟ ᱨᱮᱭᱟᱜ ᱱᱤᱛᱚᱜᱼᱟᱜ ᱱᱤᱛᱤ ᱨᱮ ᱛᱤᱱᱟᱹᱜ ᱜᱟᱱ ᱴᱷᱟᱹᱣ ᱨᱮ ᱰᱷᱮᱨ ᱟᱸᱴᱟᱠ ᱢᱮᱱᱟᱜᱼᱟ ᱟᱨ ᱱᱚᱶᱟ ᱱᱟᱠᱷᱟ ᱛᱚᱛᱠᱟᱞ ᱜᱮ ᱵᱚᱫᱚᱞ ᱥᱮᱫ ᱩᱫᱩᱜᱮᱫ ᱟᱭ᱾
55,इसके 78 सुझावों में से सबसे पहले यह है कि इस साल के अंत के अंत में इस साल इराक की सीमाओं को सुरक्षित रखने और अपने पड़ोसियों के साथ संबंध फिर से स्थापित करने के लिए।,ᱱᱟᱶᱟ ᱨᱮᱭᱟᱜ ᱗᱘ ᱱᱮᱦᱚᱨ ᱠᱷᱟᱱ ᱯᱩᱭᱞᱩ ᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ ᱡᱮ ᱱᱚᱶᱟ ᱥᱮᱨᱢᱟ ᱯᱩᱨᱟᱹᱣ ᱢᱟᱲᱟᱝ ᱨᱮ ᱢᱤᱫᱴᱟᱹᱝ ᱱᱟᱶᱟ ᱨᱟᱡᱽᱱᱟᱭᱤᱠ ᱠᱟᱹᱢᱤ ᱦᱚᱨᱟ ᱠᱚᱨᱟᱣ ᱫᱚᱨᱠᱟᱨ ᱢᱮᱱᱠᱷᱟᱱ ᱚᱥᱛᱨᱚᱥᱚᱥᱛᱨᱚ ᱛᱟᱞᱟ ᱨᱮ ᱯᱟᱲᱟᱣ ᱵᱤᱨᱩᱫ ᱨᱮ ᱤᱨᱟᱠ ᱨᱮᱭᱟᱜ ᱥᱤᱢᱟᱹ ᱠᱚ ᱨᱩᱠᱷᱤᱭᱟᱹ ᱫᱟᱲᱮᱭᱟᱜ ᱢᱟᱸ ᱠᱚ ᱟᱨ ᱟᱠᱚᱣᱟᱜ ᱟᱰᱮ ᱯᱟᱥᱮ ᱠᱚ ᱥᱟᱶ ᱨᱟᱡᱱᱤᱛᱤᱠ ᱡᱩᱲᱟᱹᱣ ᱫᱩᱦᱲᱟᱹ ᱛᱮᱭᱟᱨ ᱜᱟᱱᱚᱜ ᱢᱟᱸ᱾
56,"हाल ही में, भूतपूर्व लेडी क्रेन और आर्गनिन ने पहली लेडी क्रेना दे करर ने अपने राष्ट्रपति को कल की शाम ला प्लेटा में घोषणा की, एक शहर में 50 किलोमीटर (31 मील) दूर.","ᱱᱤᱛᱟᱜᱤᱡ ᱥᱤᱱᱮᱢᱚᱨ ᱟᱨ ᱟᱨᱡᱮᱱᱴᱤᱱᱟᱤᱡ ᱯᱩᱭᱞᱩ ᱠᱩᱲᱤ ᱠᱨᱤᱥᱴᱤᱭᱟᱱᱟ ᱯᱷᱟᱹᱨᱱᱟᱱᱰᱮᱡᱽ ᱰᱮ ᱠᱤᱨᱪᱱᱟᱹᱨ ᱫᱚ ᱦᱚᱞᱟ ᱵᱮᱲᱟ ᱨᱮ ᱞᱟ ᱯᱞᱟᱴᱟ, ᱵᱩᱮᱱᱚᱥ ᱟᱭᱨᱮᱥ ᱠᱷᱚᱱ ᱕᱐ ᱠᱤᱞᱚᱢᱤᱴᱚᱨ (᱓᱑ ᱢᱟᱭᱤᱞᱥ) ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱹᱝ ᱥᱚᱦᱚᱨ ᱨᱮ ᱟᱡᱟᱜ ᱯᱨᱮᱥᱤᱰᱮᱱᱥᱤᱭᱟᱹᱞ ᱠᱮᱱᱰᱤᱰᱮᱱᱥᱭ ᱦᱚᱞᱟ ᱢᱮᱱ ᱠᱮᱜᱼᱟᱭ᱾"
57,"श्रीमती कर्टर ने कहा कि वह Elantitin में राष्ट्रपति के लिए चलाने का इरादा करती है, वही जगह जो वह अपने 2005 अभियान के लिए काम करती थी Cussssssan प्रांत के प्रतिनिधि के रूप में सीनेट अभियान शुरू करने के लिए.","ᱢᱤᱥ ᱡᱤᱨᱪᱱᱟᱹᱨ ᱫᱚ ᱟᱨᱡᱮᱱᱴᱤᱱᱮ ᱛᱷᱤᱭᱮᱴᱟᱹᱨ ᱨᱮ ᱯᱨᱮᱥᱤᱰᱮᱱᱴ ᱞᱟᱹᱜᱤᱫ ᱢᱚᱱᱮ ᱠᱚ ᱴᱷᱟᱹᱣᱠᱟᱹ ᱠᱮᱜᱼᱟᱭ, ᱚᱱᱟ ᱡᱟᱭᱜᱟ ᱨᱮᱜᱮ ᱩᱱᱤ ᱵᱣᱮᱱᱚᱥ ᱟᱭᱨᱤᱥ ᱯᱨᱟᱱᱛ ᱨᱤᱱᱤᱡ ᱨᱟᱹᱥᱠᱟᱹ ᱜᱟᱸᱣᱛᱟ ᱞᱮᱠᱷᱟ ᱛᱮ ᱥᱮᱱᱮᱴ ᱞᱟᱹᱜᱤᱫ ᱟᱡᱟᱜ ᱒᱐᱐᱕ ᱠᱟᱹᱢᱤ ᱯᱩᱨᱟᱹᱣ ᱠᱮᱜᱼᱟᱭ᱾"
