utt_id	wav	dur_s	peak	sr	status	flags	text_olchiki
train_santalimale_00056	train_santalimale_00056.wav	16.99	0.811	48000	FLAG	dur:17.0s	ᱦᱚᱲ ᱥᱮᱨᱮᱧ ᱞᱮᱠᱟᱜᱮ ᱥᱟᱸᱣᱛᱟ ᱨᱮ ᱫᱚ ᱦᱚᱲᱚᱛᱷᱩᱛᱤ, ᱦᱚᱲᱠᱟᱛᱷᱟ, ᱦᱚᱲᱠᱟᱹᱦᱱᱤ, ᱵᱷᱮᱱᱛᱟ ᱠᱟᱛᱷᱟ, ᱞᱟᱹᱤᱪᱟᱞ ᱠᱟᱛᱷᱟ, ᱠᱩᱫᱩᱢ, ᱵᱟᱸᱠᱷᱮᱲ ᱚᱸᱲᱦᱮᱸ, ᱡᱷᱟᱹᱨᱱᱤ, ᱢᱟᱱᱛᱟᱨ, ᱥᱟᱸᱣᱛᱮ ᱮᱱᱮᱸᱡᱼᱟ, ᱨᱩ, ᱨᱟᱦᱟ ᱮᱢᱟᱱ ᱛᱮᱭᱟ: ᱢᱮᱱᱟ:ᱟ।
train_santalimale_00057	train_santalimale_00057.wav	8.50	0.803	48000	PASS	-	ᱥᱟᱱᱛᱟᱲ ᱠᱚᱣᱟ ᱮᱱᱮᱡᱼᱟ ᱥᱮᱨᱮᱧ, ᱨᱩ, ᱨᱟᱦᱟ ᱫᱚ ᱠᱟᱱᱟ ᱥᱮᱫᱟᱭ ᱦᱚᱲᱠᱚᱣᱟ: ᱨᱟᱹᱥᱠᱟᱹ ᱨᱮᱱᱟᱝ ᱮᱱᱮᱪ ᱥᱮᱨᱮᱧᱜᱮ।
train_santalimale_00058	train_santalimale_00058.wav	14.95	0.809	48000	PASS	-	ᱥᱮᱫᱟᱭ, ᱡᱟᱦᱟᱸᱛᱤᱥ ᱢᱟᱱᱣᱟ ᱠᱚᱣᱟ: ᱢᱚᱱᱮ ᱡᱤᱣᱤ ᱨᱮ ᱨᱟᱹᱥᱠᱟᱹ ᱥᱟᱨᱥᱟᱣ ᱞᱮᱱᱟ, ᱤᱱ ᱦᱤᱞᱚᱷ ᱠᱷᱚᱱ ᱜᱮ ᱦᱚᱲ ᱥᱟᱸᱣᱛᱟ ᱨᱮ ᱫᱚ ᱮᱱᱮᱡᱼᱟ ᱥᱮᱨᱮᱧ ᱨᱩᱨᱟᱦᱟᱠᱚ ᱮᱭᱦᱚᱵᱼᱟ ᱟᱠᱟᱱᱟ।
train_santalimale_00059	train_santalimale_00059.wav	7.62	0.803	48000	PASS	-	ᱱᱚᱣᱟ ᱦᱚᱲ ᱮᱱᱮᱡᱼᱟ ᱥᱮᱨᱮᱧ ᱥᱮ ᱢᱟᱨᱮ ᱨᱩ ᱨᱟᱦᱟ ᱨᱮ ᱫᱚ ᱢᱟᱱᱣᱟ ᱡᱤᱭᱚᱱ ᱨᱮᱱᱟ: ᱵᱷᱟᱣ ᱮ ᱞᱟᱹᱤ ᱥᱚᱫᱚᱨᱟ।
train_santalimale_00060	train_santalimale_00060.wav	3.61	0.804	48000	PASS	-	ᱡᱤᱵᱚᱱ ᱨᱮᱱᱟᱷ ᱵᱷᱟᱣ ᱮ ᱞᱟᱹᱤ ᱥᱚᱫᱚᱨᱟ।
train_santalimale_00061	train_santalimale_00061.wav	5.01	0.800	48000	PASS	-	ᱡᱤᱵᱚᱱ ᱨᱮᱱᱟ: ᱵᱷᱟᱣ ᱛᱮᱜᱮ ᱱᱤᱨᱞᱟᱹ ᱯᱷᱚᱴᱮᱞ ᱨᱟᱠᱟᱵᱼᱟ ᱟᱠᱟᱱᱟ।
train_santalimale_00062	train_santalimale_00062.wav	7.13	0.809	48000	PASS	-	ᱟᱨ ᱡᱤᱵᱚᱱ ᱨᱮᱱᱟᱷ ᱥᱟᱱᱟᱢ ᱨᱟᱹᱥᱠᱟᱹ, ᱵᱷᱟᱵᱱᱟ, ᱫᱩᱠ, ᱦᱟᱨᱠᱮᱫᱼᱟ ᱡᱷᱟᱞᱠᱟᱣ ᱨᱟᱠᱟᱵᱼᱟ ᱟᱠᱟᱱᱟ।
train_santalimale_00063	train_santalimale_00063.wav	6.08	0.805	48000	PASS	-	ᱦᱚᱲ ᱥᱮᱨᱮᱧ ᱨᱮ ᱫᱚ ᱟᱹᱰᱤ ᱞᱮᱠᱟᱱ, ᱨᱟᱥᱟ, ᱛᱟᱞ ᱟᱨ ᱨᱟᱦᱟ ᱛᱮ ᱛᱚᱱᱚᱞ ᱟᱠᱟᱱᱟ।
train_santalimale_00064	train_santalimale_00064.wav	9.39	0.800	48000	PASS	-	ᱦᱚᱲ ᱥᱮᱨᱮᱧ, ᱦᱚᱲ ᱠᱟᱹᱦᱱᱤ, ᱦᱚᱲ ᱛᱷᱩᱛᱤ, ᱦᱚᱲ ᱠᱟᱛᱷᱟ ᱠᱚ ᱨᱮ ᱫᱚ ᱟᱯᱱᱟᱨ ᱚᱛᱷᱟᱹᱱᱟᱹᱣ ᱨᱮᱱᱟ: ᱵᱮᱜᱚᱱᱚᱝ ᱟᱱ ᱫᱷᱚᱱ ᱢᱩᱨᱟᱹᱤ ᱠᱟᱱᱟ।
train_santalimale_00065	train_santalimale_00065.wav	11.26	0.805	48000	PASS	-	ᱱᱚᱣᱟ ᱨᱮ ᱫᱚ ᱥᱟᱱᱛᱟᱲ ᱥᱟᱸᱣᱛᱟ ᱨᱮᱱᱟᱷ ᱟᱸᱲᱜᱚᱸᱨᱟᱠᱟᱯ, ᱥᱩᱠᱚᱫᱩᱠ, ᱨᱟ: ᱨᱟᱹᱥᱠᱟᱹ, ᱫᱩᱞᱟᱲᱚᱦᱤᱸᱥᱟ, ᱛᱚᱱᱚᱞᱵᱟᱯᱟᱜ ᱞᱮᱠᱟᱱ ᱵᱷᱟᱣᱱᱟ ᱛᱮ ᱛᱚᱞ ᱥᱟᱡᱟᱣ ᱢᱮᱱᱟ: ᱟ।
train_santalimale_00066	train_santalimale_00066.wav	15.95	0.805	48000	FLAG	dur:16.0s	ᱮᱱᱮᱡᱼᱟ ᱥᱮᱨᱮᱧ ᱨᱮᱱᱟ: ᱛᱟᱞ ᱟᱨ ᱨᱟᱦᱟ ᱫᱚ ᱛᱩᱢᱫᱟ:, ᱴᱟᱢᱟᱠ, ᱜᱷᱟᱱᱴᱤ, ᱥᱟᱠᱣᱟ, ᱨᱮᱜᱲᱟᱹ, ᱪᱚᱲᱪᱚᱲᱤ, ᱰᱷᱟᱠ, ᱵᱟᱱᱟ ᱥᱮ ᱛᱤᱨᱭᱚ ᱮᱢᱟᱱᱛᱮ ᱛᱟᱨᱠᱚ ᱨᱟᱠᱟᱵᱼᱟ ᱟ, ᱨᱤᱫᱟᱭ ᱠᱷᱚᱱ ᱫᱚ ᱵᱟᱝ ᱪᱷᱟᱰᱟᱣ ᱫᱟᱲᱮᱹᱭᱟᱷᱟ।
train_santalimale_00067	train_santalimale_00067.wav	5.98	0.803	48000	PASS	-	ᱱᱚᱣᱟ ᱠᱚ ᱫᱚ ᱥᱟᱱᱟᱢᱟᱷᱜᱮ ᱢᱤᱰᱼᱟᱴᱟᱝ ᱥᱟᱸᱣ ᱟᱨ ᱢᱤᱛᱴᱟᱝ, ᱡᱚᱲᱟᱹᱣ ᱢᱮᱱᱟᱷ ᱟ।
train_santalimale_00068	train_santalimale_00068.wav	9.86	0.803	48000	PASS	-	ᱚᱱᱟᱛᱮᱠᱚ ᱢᱮᱱᱟ ᱮᱱᱮᱡᱼᱟ ᱥᱮᱨᱮᱧ, ᱨᱩᱨᱟᱦᱟ, ᱢᱮᱱᱟ: ᱠᱷᱟᱱ, ᱥᱟᱱᱛᱟᱲ ᱥᱟᱸᱣᱛᱟ ᱫᱚ ᱡᱤᱭᱟᱹᱲ ᱠᱟᱛᱮ ᱢᱮᱱᱟ:ᱟ ᱫᱤᱥᱚᱢ ᱨᱮ।
train_santalimale_00069	train_santalimale_00069.wav	5.58	0.800	48000	PASS	-	ᱮᱱᱮᱡᱼᱟ ᱥᱮᱨᱮᱧ ᱨᱩ ᱨᱟᱦᱟ ᱫᱚ ᱟᱹᱨᱤ ᱪᱟᱹᱞᱤ ᱨᱮᱱᱟ: ᱵᱩᱱᱭᱟᱫ ᱫᱷᱤᱨᱤ ᱠᱟᱱᱟ।
train_santalimale_00070	train_santalimale_00070.wav	9.89	0.817	48000	PASS	-	ᱥᱮᱫᱟᱭ ᱠᱷᱚᱱ ᱜᱮ ᱦᱚᱲ ᱦᱚᱯᱚᱱ ᱫᱚ ᱫᱷᱟᱹᱨᱛᱤ ᱨᱮᱱᱟ: ᱧᱮᱞᱮᱞᱚᱢ ᱪᱮᱛᱟᱱ ᱟᱹᱰᱤ ᱢᱚᱦᱚᱛ ᱟᱨ ᱯᱟᱹᱛᱭᱟᱣ ᱠᱚ ᱫᱚᱦᱚ ᱟᱹᱜᱩ ᱟᱠᱟᱫᱼᱟ ᱟ।
train_santalimale_00071	train_santalimale_00071.wav	8.51	0.801	48000	PASS	-	ᱚᱱᱟᱛᱮ ᱦᱚᱲ ᱦᱚᱯᱚᱱ ᱫᱚ ᱫᱷᱟᱹᱨᱛᱤ ᱨᱮᱱᱟᱷ ᱧᱮᱞᱮᱞᱚᱢ ᱪᱮᱛᱟᱱ ᱨᱮ ᱯᱟᱹᱛᱭᱟᱹᱣ ᱫᱚ ᱦᱚ ᱠᱟᱛᱮ ᱢᱮᱱᱟᱷ ᱵᱚᱱᱟ।
train_santalimale_00072	train_santalimale_00072.wav	11.18	0.807	48000	FLAG	unmapped:other:े=1	ᱩᱱᱠᱩᱣᱟᱷ ᱫᱷᱚᱨᱚᱢ ᱟᱨ ᱞᱮᱜᱱᱮᱢᱟᱪᱟᱨ ᱨᱮᱱᱟ: ᱯᱟᱹᱛᱭᱟᱹᱣ ᱠᱚ ᱛᱚᱞᱟᱥ ᱨᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱛᱮ, ᱫᱤᱱᱟᱹᱢ ᱡᱤᱭᱚᱱ ᱠᱚ ᱠᱷᱮᱢᱟᱣ ᱤᱫᱤ ᱭᱮᱫᱼᱟ ᱟ।
train_santalimale_00073	train_santalimale_00073.wav	7.32	0.806	48000	PASS	-	ᱥᱟᱱᱛᱟᱲ ᱠᱚᱣᱟᱷ ᱦᱚᱲ ᱡᱤᱭᱚᱱ ᱥᱟᱸᱣ ᱡᱚᱱᱚᱲᱟᱹᱣ ᱠᱟᱛᱮ, ᱟᱲᱤ ᱜᱟᱱ ᱥᱮᱨᱮᱧ ᱢᱮᱱᱟᱷ ᱟ।
train_santalimale_00074	train_santalimale_00074.wav	8.98	0.810	48000	PASS	-	ᱥᱮᱨᱮᱧ ᱟᱨ ᱠᱟᱹᱦᱱᱤ ᱪᱮ ᱛᱷᱩᱛᱤ ᱞᱟᱹᱞᱟᱹᱤ ᱟᱨ ᱟᱧᱡᱚᱢ ᱠᱚ ᱵᱷᱮᱜᱟᱨᱵᱷᱮᱜᱟᱨ ᱦᱚᱲ ᱴᱷᱮᱱ ᱠᱷᱚᱱᱜᱮ, ᱟᱧᱡᱚᱢ ᱦᱤᱡᱩᱷ ᱠᱟᱱᱟ।
train_santalimale_00075	train_santalimale_00075.wav	11.36	0.805	48000	PASS	-	ᱚᱱᱟᱛᱮ ᱥᱮᱨᱮᱧ, ᱛᱷᱩᱛᱤ ᱟᱨ ᱠᱟᱛᱷᱟ ᱨᱮᱱᱟᱝ ᱢᱤᱫᱼᱟ ᱵᱟᱨ ᱥᱟᱵᱟᱫ ᱫᱚ ᱦᱟᱱᱛᱮ ᱱᱟᱛᱮ ᱟᱠᱟᱱᱟ, ᱢᱮᱱᱠᱷᱟᱱ ᱚᱱᱟ ᱨᱮᱱᱟᱝ ᱟᱥᱚᱞ ᱨᱩᱯᱛᱮᱛ ᱫᱚ ᱢᱤᱫᱼᱟᱜᱮᱭᱟ।
train_santalimale_00076	train_santalimale_00076.wav	9.41	0.802	48000	PASS	-	ᱥᱮᱨᱮᱧ ᱠᱟᱹᱦᱱᱤ ᱠᱚ ᱫᱚ ᱞᱟᱸᱫᱟᱣᱟ:, ᱨᱟᱹᱥᱠᱟᱹᱣᱟ, ᱵᱷᱟᱣᱱᱟᱣᱟᱷ ᱪᱮᱛᱟᱱ ᱜᱮ ᱵᱟᱹᱲᱛᱤ ᱠᱟᱛᱮ ᱡᱚᱱᱚᱲᱟᱹᱣ ᱢᱮᱱᱟ: ᱟ।
train_santalimale_00077	train_santalimale_00077.wav	18.01	0.810	48000	FLAG	dur:18.0s	ᱥᱮᱨᱮᱧ, ᱠᱟᱹᱦᱱᱤ ᱟᱨ ᱛᱷᱩᱛᱤ ᱠᱚᱨᱮ ᱫᱚ ᱨᱟᱡᱟ-ᱨᱟᱱᱤ, ᱰᱟᱱᱚ-ᱵᱷᱩᱛ, ᱪᱮᱸᱲᱮᱹ-ᱪᱤᱯᱨᱩᱛ, ᱜᱟᱥᱟᱸᱛᱚ-ᱛᱟᱥᱟᱫᱼᱟ ᱵᱟᱦᱟ-ᱡᱚ, ᱤᱯᱤᱞ ᱮᱭᱸᱜᱮᱞ, ᱫᱟᱷ ᱨᱤᱢᱤᱞ ᱮᱢᱟᱱᱟ: ᱪᱮᱛᱟᱱ ᱜᱮ ᱡᱚᱱᱚᱲᱟᱹᱣ ᱢᱮᱱᱟᱷ ᱟ।
train_santalimale_00078	train_santalimale_00078.wav	5.49	0.804	48000	PASS	-	ᱟᱨ ᱱᱚᱣᱟᱠᱚ ᱜᱮ ᱠᱟᱱᱟ ᱠᱟᱹᱦᱱᱤ ᱥᱮ ᱛᱷᱩᱛᱤ ᱨᱮᱱᱟ: ᱟᱥᱚᱞ ᱛᱮᱛᱮᱫ ᱫᱚ।
train_santalimale_00079	train_santalimale_00079.wav	13.50	0.807	48000	PASS	-	ᱱᱚᱣᱟ ᱠᱟᱹᱦᱱᱤ, ᱛᱷᱩᱛᱤ ᱥᱮ ᱥᱮᱨᱮᱧ ᱛᱟᱞᱟᱛᱮ ᱧᱟᱢᱚ: ᱟ ᱥᱟᱱᱛᱟᱲ ᱥᱟᱸᱣᱛᱟ ᱨᱮᱭᱟᱷ, ᱥᱟᱸᱣᱛᱟᱥᱤᱯᱦᱤ ᱨᱟᱭᱚᱨᱤᱛ, ᱟᱹᱨᱪᱟᱹᱞᱤ ᱨᱮᱱᱟᱷ ᱛᱮᱛᱮᱫ ᱠᱟᱛᱷᱟ ᱟᱨ ᱢᱩᱲ ᱠᱟᱛᱷᱟ।
train_santalimale_00080	train_santalimale_00080.wav	9.60	0.812	48000	PASS	-	ᱡᱟᱦᱮᱨ ᱛᱟᱞᱟ ᱨᱮᱱ ᱡᱟᱦᱮᱨ ᱵᱚᱸᱜᱟ, ᱢᱟᱨᱟᱝ ᱵᱩᱨᱩ, ᱡᱟᱦᱮᱨ ᱟᱭᱚ, ᱞᱤᱴᱟ ᱜᱚᱸᱥᱟᱭ, ᱜᱚᱸᱥᱟᱲᱮᱹ ᱮᱨᱟ, ᱢᱚᱲᱮᱹᱠᱚ, ᱛᱩᱨᱩᱭᱠᱚ।
train_santalimale_00081	train_santalimale_00081.wav	21.14	0.808	48000	FLAG	dur:21.1s	ᱠᱟᱨᱟᱢ ᱵᱚᱸᱜᱟ ᱨᱮᱱ ᱠᱟᱨᱢᱩᱫᱷᱟᱨᱢᱩ, ᱫᱟᱸᱥᱟᱭ ᱵᱚᱸᱜᱟ ᱨᱮᱱ ᱱᱟᱭᱚᱱᱠᱟᱡᱚᱞ, ᱨᱤᱡᱟ ᱵᱚᱸᱜᱟ ᱨᱮᱱ ᱠᱨᱤᱥᱬ, ᱵᱚᱞᱨᱟᱢ, ᱨᱟᱢ, ᱞᱚᱠᱥᱚᱬ, ᱥᱤᱛᱟ, ᱜᱚᱯᱤᱱᱤ, ᱨᱟᱣᱚᱬ ᱮᱢᱟᱱ ᱠᱚᱣᱟ: ᱠᱟᱹᱢᱤ ᱫᱟᱲᱮᱹ ᱟᱨ ᱠᱟᱹᱦᱱᱤ ᱚᱠᱟᱨᱮ ᱫᱚ ᱥᱮᱨᱮᱧ ᱛᱟᱞᱟᱛᱮ, ᱚᱠᱟᱨᱮ ᱫᱚ ᱠᱟᱹᱦᱱᱤ ᱛᱟᱞᱟᱛᱮ ᱟᱧᱡᱚᱢ ᱦᱤᱡᱩᱷ ᱠᱟᱱᱟ।
train_santalimale_00082	train_santalimale_00082.wav	8.63	0.802	48000	PASS	-	ᱥᱟᱱᱛᱟᱲ ᱥᱟᱸᱣᱛᱟ ᱨᱮᱭᱟ: ᱮᱱᱮᱪ, ᱥᱮᱨᱮᱧ, ᱠᱟᱹᱦᱱᱤ, ᱛᱷᱩᱛᱤ ᱫᱚ ᱪᱟᱸᱫᱚ ᱪᱟᱸᱫᱚ ᱦᱟᱴᱤᱧ ᱠᱟᱛᱮ ᱢᱮᱱᱟ: ᱟ।
train_santalimale_00083	train_santalimale_00083.wav	5.82	0.810	48000	PASS	-	ᱚᱱᱟ ᱜᱮ ᱯᱤᱲᱦᱤ ᱫᱚᱨ ᱯᱤᱲᱦᱤ ᱟᱧᱡᱚᱢ ᱦᱤᱡᱩᱷ ᱠᱟᱱᱟ, ᱥᱟᱱᱛᱟᱲ ᱥᱟᱸᱣᱛᱟ ᱨᱮ।
train_santalimale_00084	train_santalimale_00084.wav	11.64	0.807	48000	PASS	-	ᱚᱱᱟ ᱥᱮᱨᱮᱧ, ᱠᱟᱹᱦᱱᱤ, ᱛᱷᱩᱛᱤ ᱵᱟᱸᱠᱷᱮᱲ ᱠᱚ ᱛᱩᱢᱟᱞ ᱡᱟᱣᱨᱟ ᱠᱟᱛᱮ ᱜᱮ ᱱᱚᱣᱟ ᱥᱟᱱᱛᱟᱲᱤ ᱟᱹᱫ ᱥᱟᱸᱣᱦᱮᱛ ᱯᱩᱛᱷᱤ ᱫᱚ ᱪᱷᱟᱯᱟ ᱥᱚᱫᱚᱨ ᱟᱠᱟᱱᱟ।
train_santalimale_00085	train_santalimale_00085.wav	5.05	0.804	48000	PASS	-	ᱱᱚᱝᱠᱟ ᱜᱮ ᱟᱨ ᱦᱚᱸ ᱟᱹᱰᱤᱜᱟᱱ ᱥᱮᱨᱮᱧ ᱠᱚ ᱢᱮᱱᱟ: ᱟ।
train_santalimale_00086	train_santalimale_00086.wav	14.17	0.806	48000	PASS	-	ᱚᱱᱟ ᱠᱚ ᱦᱚᱸ ᱠᱟᱴᱤᱡᱼᱟ-ᱠᱟᱴᱤᱡᱼᱟ ᱛᱮ ᱛᱩᱢᱟᱞ ᱡᱟᱣᱨᱟ ᱠᱟᱛᱮ ᱵᱚᱱ ᱪᱷᱟᱯᱟ ᱥᱚᱫᱚᱨ ᱦᱚᱪᱚ ᱫᱟᱲᱮᱹᱭᱟ: ᱠᱷᱟᱱ, ᱥᱟᱱᱛᱟᱲᱤ ᱦᱚᱲ ᱥᱟᱸᱣᱦᱮᱸᱛ ᱢᱩᱨᱟᱤ ᱫᱚ ᱠᱮᱴᱮᱡᱼᱟ ᱟᱠᱟ ᱜᱮ ᱛᱟᱸᱦᱮᱸᱱᱟ।
train_santalimale_00087	train_santalimale_00087.wav	10.49	0.808	48000	PASS	-	ᱡᱟᱦᱟᱸᱭ ᱠᱚ ᱴᱷᱮᱱ ᱠᱷᱚᱱ ᱱᱚᱣᱟ ᱥᱮᱨᱮᱧ ᱦᱟᱛᱟᱣ ᱟᱠᱟᱱᱟ ᱩᱱᱠᱩ ᱫᱚ ᱨᱤᱫᱟᱹᱭ ᱯᱮᱨᱮᱪ ᱫᱩᱞᱟᱲ ᱡᱚᱦᱟᱨ ᱪᱟᱞ ᱟᱠᱚ ᱠᱟᱱᱟ।
train_santalimale_00088	train_santalimale_00088.wav	22.54	0.807	48000	FLAG	dur:22.5s	ᱵᱚᱸᱜᱟ ᱛᱟᱞᱟ ᱟᱠᱟᱱ ᱪᱩᱱᱠᱩᱨᱟᱢ ᱴᱩᱰᱩ, ᱢᱟᱨᱟᱝᱚᱵᱩᱨᱩ ᱥᱚᱨᱮᱱ, ᱵᱚᱞᱨᱟᱢ ᱴᱩᱰᱩ, ᱞᱚᱪᱷᱚᱢᱚᱱ ᱥᱚᱨᱮᱱ, ᱨᱟᱡᱟᱨᱟᱢ ᱦᱟᱸᱥᱫᱟ, ᱨᱩᱯᱟᱤ ᱥᱚᱨᱮᱱ, ᱢᱟᱠᱚᱲ ᱴᱩᱰᱩ, ᱞᱟᱠᱷᱟᱤ ᱥᱚᱨᱮᱱ, ᱨᱢᱟᱱᱟᱛᱷ ᱢᱩᱨᱢᱩ, ᱟᱨ ᱦᱚᱸ ᱟᱭᱢᱟ ᱥᱮᱨᱮᱧ ᱯᱟᱨᱩᱠᱷᱤᱭᱟ ᱠᱚᱣᱟ: ᱜᱚᱲᱚ ᱦᱟᱛᱟᱣ ᱟᱠᱟᱫᱟ।
train_santalimale_00089	train_santalimale_00089.wav	13.42	0.805	48000	PASS	-	ᱪᱷᱟᱯᱟ ᱥᱚᱫᱚᱨ ᱨᱮ ᱢᱤᱫᱼᱟᱵᱟᱨ ᱵᱷᱩᱞ ᱵᱤᱥᱚᱨ ᱛᱟᱦᱮᱸ ᱫᱟᱲᱮᱹᱭᱟ: ᱟ ᱚᱱᱟ ᱫᱚ ᱯᱟᱲᱦᱟᱣ ᱥᱚᱡᱷᱮᱠᱟᱛᱮ ᱚᱱᱟ ᱨᱮᱱᱟ: ᱜᱟᱵᱮ ᱟᱨ ᱨᱟᱥᱟᱵᱚᱱ ᱪᱮᱯᱮᱡᱼᱟ ᱦᱟᱴᱤᱧᱟ।
train_santalimale_00090	train_santalimale_00090.wav	11.90	0.803	48000	PASS	-	ᱢᱟᱜᱷ ᱵᱚᱸᱜᱟ ᱢᱩᱞᱩ: ᱥᱟᱸᱣᱛᱮ, ᱥᱟᱱᱟᱢ ᱥᱟᱱᱛᱟᱲ ᱟᱹᱛᱩ ᱨᱮᱜᱮ ᱰᱟᱦᱟᱨ ᱥᱮᱨᱮᱧᱚ-ᱮᱱᱮᱡᱼᱟ ᱨᱮᱱᱟᱷ ᱨᱟᱦᱟ ᱛᱟᱠᱮᱨ ᱛᱟᱨᱠᱚ ᱨᱟᱠᱟᱵᱼᱟ ᱟ ᱰᱟᱦᱚᱨ ᱫᱷᱩᱲᱤ ᱛᱮ।
train_santalimale_00091	train_santalimale_00091.wav	8.86	0.803	48000	PASS	-	ᱢᱮᱱᱟᱠᱚ ᱥᱮᱫᱟᱭ ᱠᱷᱚᱱᱜᱮ ᱥᱤᱧ ᱪᱟᱸᱫᱚ ᱫᱚ ᱫᱤᱱᱮ ᱞᱮᱠᱷᱟᱭᱟ, ᱟᱨ ᱧᱤᱫᱟ ᱪᱟᱸᱫᱚ ᱫᱚ ᱪᱟᱸᱫᱚᱭ ᱞᱮᱠᱷᱟ ᱠᱚᱣᱟ।
train_santalimale_00092	train_santalimale_00092.wav	10.77	0.806	48000	PASS	-	ᱱᱚᱣᱟ ᱡᱮᱜᱮᱫᱼᱟ ᱨᱮᱱ ᱥᱤᱨᱡᱚᱱᱤᱡᱼᱟ ᱥᱤᱨᱡᱚᱱ ᱫᱚ ᱧᱤᱫᱟ ᱪᱟᱸᱫᱚ ᱠᱚ ᱫᱚ ᱜᱮᱞᱵᱟᱨ ᱦᱟᱹᱴᱤᱧ ᱨᱮᱭ ᱦᱟᱹᱴᱤᱧ ᱟᱠᱟᱫᱼᱟ ᱠᱚᱣᱟ।
train_santalimale_00093	train_santalimale_00093.wav	15.55	0.806	48000	FLAG	dur:15.6s	ᱩᱱᱠᱩᱣᱟ: ᱧᱩᱛᱩᱢ ᱫᱚ ᱠᱟᱱᱟ ᱢᱟᱜᱷ, ᱯᱷᱟᱹᱜᱩᱱ, ᱪᱟᱛ, ᱵᱟᱹᱤᱥᱟᱹᱠ, ᱡᱷᱮᱴ, ᱟᱥᱟᱲ, ᱥᱟᱱ, ᱵᱷᱟᱫᱚᱨ, ᱫᱟᱸᱥᱟᱭ, ᱥᱚᱦᱨᱟᱭ, ᱟᱜᱷᱟᱸᱲ ᱟᱨ ᱯᱩᱥ।
train_santalimale_00094	train_santalimale_00094.wav	7.09	0.807	48000	PASS	-	ᱚᱱᱟᱛᱮ ᱱᱩᱠᱩ ᱜᱮᱞᱵᱟᱨ ᱪᱟᱸᱫᱚ ᱫᱚ ᱜᱮᱞᱵᱟᱨ ᱵᱚᱸᱜᱟ ᱨᱮᱭ ᱥᱤᱫᱩᱵᱼᱟ ᱟᱠᱟᱫᱼᱟ ᱠᱚᱣᱟ।
train_santalimale_00095	train_santalimale_00095.wav	10.95	0.805	48000	PASS	-	ᱢᱟᱜᱷ ᱪᱟᱸᱫᱚ ᱨᱮ ᱫᱚ ᱢᱟᱜᱷ ᱵᱚᱸᱜᱟ, ᱯᱷᱟᱹᱜᱩᱱ ᱪᱟᱸᱫᱚ ᱨᱮ ᱫᱚ ᱵᱟᱦᱟ ᱵᱚᱸᱜᱟ, ᱪᱟᱛ ᱪᱟᱸᱫᱚ ᱨᱮ ᱫᱚ ᱡᱩᱜᱱᱤ ᱵᱚᱸᱜᱟ, ᱵᱟᱹᱤᱥᱟᱹᱠ ᱪᱟᱸᱫᱚ ᱨᱮ ᱫᱚ ᱮᱨᱚᱷ ᱵᱚᱸᱜᱟ।
train_santalimale_00096	train_santalimale_00096.wav	8.70	0.807	48000	PASS	-	ᱡᱷᱮᱴ ᱪᱟᱸᱫᱚ ᱨᱮ ᱫᱚ ᱢᱩᱪᱨᱤᱵᱚᱸᱜᱟ, ᱟᱥᱟᱲ ᱪᱟᱸᱫᱚ ᱨᱮ ᱫᱚ ᱟᱥᱟᱲᱤᱹᱭᱟ ᱵᱚᱸᱜᱟ, ᱥᱟᱱ ᱪᱟᱸᱫᱚ ᱨᱮ ᱫᱚ ᱠᱟᱨᱟᱢ ᱵᱚᱸᱜᱟ।
train_santalimale_00097	train_santalimale_00097.wav	5.49	0.807	48000	PASS	-	ᱵᱷᱟᱫᱚᱨ ᱪᱟᱸᱫᱚ ᱨᱮ ᱫᱚ ᱡᱟᱱᱛᱟᱲ ᱵᱚᱸᱜᱟ, ᱫᱟᱸᱥᱟᱭ ᱪᱟᱸᱫᱚ ᱨᱮ ᱫᱚ ᱫᱟᱸᱥᱟᱭ ᱵᱚᱸᱜᱟ।
train_santalimale_00098	train_santalimale_00098.wav	8.28	0.806	48000	PASS	-	ᱥᱚᱦᱨᱟᱭ ᱪᱟᱸᱫᱚ ᱨᱮ ᱫᱚ ᱥᱚᱦᱨᱟᱭ ᱵᱚᱸᱜᱟ, ᱟᱥᱟᱲ ᱪᱟᱸᱫᱚ ᱨᱮ ᱫᱚ ᱡᱚᱢᱚᱥᱤᱢ ᱵᱚᱸᱜᱟ, ᱯᱩᱥ ᱪᱟᱸᱫᱚ ᱨᱮ ᱫᱚ ᱥᱟᱠᱨᱟᱛ ᱵᱚᱸᱜᱟ।
