demo0001	यह नीला फर्श है।	ᱱᱚᱣᱟ ᱱᱤᱞ ᱚᱛ ᱠᱟᱱᱟ।
demo0685	विद्यालय में कक्षा है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱠᱞᱟᱥ ᱢᱮᱱᱟᱜᱼᱟ।
demo0686	गृहकार्य कहाँ है?	ᱜᱤᱨᱮ ᱠᱟᱹᱢᱤ ᱚᱠᱟᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ?
demo0687	यह अच्छा ब्लैकबोर्ड है।	ᱱᱚᱣᱟ ᱱᱟᱯᱟᱭ ᱵᱞᱟᱠᱵᱚᱨᱰ ᱠᱟᱱᱟ।
demo0688	यह लाल गृहकार्य है।	ᱱᱚᱣᱟ ᱞᱟᱞ ᱜᱤᱨᱮ ᱠᱟᱹᱢᱤ ᱠᱟᱱᱟ।
demo0689	यह मेरा कक्षा है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱠᱞᱟᱥ ᱠᱟᱱᱟ।
demo0690	यह नया कंप्यूटर है।	ᱱᱚᱣᱟ ᱱᱟᱣᱟ ᱠᱚᱢᱯᱭᱩᱴᱟᱨ ᱠᱟᱱᱟ।
demo0691	यह पीला पुस्तकालय है।	ᱱᱚᱣᱟ ᱯᱤᱞ ᱯᱩᱛᱷᱤ ᱚᱲᱟᱜ ᱠᱟᱱᱟ।
demo0692	यह पुराना छात्र है।	ᱱᱚᱣᱟ ᱢᱟᱨᱮ ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱠᱟᱱᱟ।
demo0693	यह सफ़ेद कंप्यूटर है।	ᱱᱚᱣᱟ ᱫᱟᱹᱲ ᱠᱚᱢᱯᱭᱩᱴᱟᱨ ᱠᱟᱱᱟ।
demo0694	यह काला छात्र है।	ᱱᱚᱣᱟ ᱠᱟᱞᱟ ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱠᱟᱱᱟ।
demo0695	यह पीला प्रयोगशाला है।	ᱱᱚᱣᱟ ᱯᱤᱞ ᱯᱨᱚᱭᱚᱜᱥᱟᱞᱟ ᱠᱟᱱᱟ।
demo0696	यह लाल प्रयोगशाला है।	ᱱᱚᱣᱟ ᱞᱟᱞ ᱯᱨᱚᱭᱚᱜᱥᱟᱞᱟ ᱠᱟᱱᱟ।
demo0697	विद्यालय में उत्तर है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱛᱮᱞᱟ ᱢᱮᱱᱟᱜᱼᱟ।
demo0698	यह हरा कंप्यूटर है।	ᱱᱚᱣᱟ ᱦᱟᱨᱟ ᱠᱚᱢᱯᱭᱩᱴᱟᱨ ᱠᱟᱱᱟ।
demo0699	विद्यालय में स्लेट है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱥᱞᱮᱴ ᱢᱮᱱᱟᱜᱼᱟ।
demo0700	यह अच्छा भूगोल है।	ᱱᱚᱣᱟ ᱱᱟᱯᱟᱭ ᱚᱛ ᱥᱟᱬᱮᱥ ᱠᱟᱱᱟ।
demo0701	प्रयोगशाला कहाँ है?	ᱯᱨᱚᱭᱚᱜᱥᱟᱞᱟ ᱚᱠᱟᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ?
demo0702	यह काला प्रार्थना है।	ᱱᱚᱣᱟ ᱠᱟᱞᱟ ᱯᱨᱟᱨᱛᱷᱚᱱᱟ ᱠᱟᱱᱟ।
demo0703	यह भूगोल अच्छा है।	ᱱᱚᱣᱟ ᱚᱛ ᱥᱟᱬᱮᱥ ᱱᱟᱯᱟᱭ ᱜᱮᱭᱟ।
demo0704	यह हरा छात्र है।	ᱱᱚᱣᱟ ᱦᱟᱨᱟ ᱯᱟᱹᱴᱷ⵩ᱣᱟᱹ ᱠᱟᱱᱟ।
demo0705	यह अच्छा परीक्षा है।	ᱱᱚᱣᱟ ᱱᱟᱯᱟᱭ ᱯᱚᱨᱤᱠᱷᱭᱟ ᱠᱟᱱᱟ।
demo0706	वह एक अभ्यास है।	ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫ ᱟᱹᱵᱷᱭᱟᱥ ᱠᱟᱱᱟ।
demo0707	यह छोटा ब्लैकबोर्ड है।	ᱱᱚᱣᱟ ᱦᱩᱰᱤᱧ ᱵᱞᱟᱠᱵᱚᱨᱰ ᱠᱟᱱᱟ।
demo0708	छात्र पेन पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱯᱮᱱ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0709	यह सफ़ेद छात्र है।	ᱱᱚᱣᱟ ᱫᱟᱹᱲ ᱯᱟᱹᱴᱷ⵩ᱣᱟᱹ ᱠᱟᱱᱟ।
demo0710	यह एक अभ्यास है।	ᱱᱚᱣᱟ ᱫᱚ ᱢᱤᱫ ᱟᱹᱵᱷᱭᱟᱥ ᱠᱟᱱᱟ।
demo0711	यह काला छात्र है।	ᱱᱚᱣᱟ ᱠᱟᱞᱟ ᱯᱟᱹᱴᱷ⵩ᱣᱟᱹ ᱠᱟᱱᱟ।
demo0712	यह नया छात्र है।	ᱱᱚᱣᱟ ᱱᱟᱣᱟ ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱠᱟᱱᱟ।
demo0713	यह ब्लैकबोर्ड अच्छा है।	ᱱᱚᱣᱟ ᱵᱞᱟᱠᱵᱚᱨᱰ ᱱᱟᱯᱟᱭ ᱜᱮᱭᱟ।
demo0714	कक्षा में भूगोल है।	ᱠᱞᱟᱥ ᱨᱮ ᱚᱛ ᱥᱟᱬᱮᱥ ᱢᱮᱱᱟᱜᱼᱟ।
demo0715	यह पुराना छात्र है।	ᱱᱚᱣᱟ ᱢᱟᱨᱮ ᱯᱟᱹᱴᱷ⵩ᱣᱟᱹ ᱠᱟᱱᱟ।
demo0716	यह नया प्रार्थना है।	ᱱᱚᱣᱟ ᱱᱟᱣᱟ ᱯᱨᱟᱨᱛᱷᱚᱱᱟ ᱠᱟᱱᱟ।
demo0717	मेरे पास परीक्षा है।	ᱤᱧ ᱴᱷᱮᱱ ᱯᱚᱨᱤᱠᱷᱭᱟ ᱢᱮᱱᱟᱜᱼᱟ।
demo0718	मेरे पास भूगोल है।	ᱤᱧ ᱴᱷᱮᱱ ᱚᱛ ᱥᱟᱬᱮᱥ ᱢᱮᱱᱟᱜᱼᱟ।
demo0719	यह छोटा परीक्षा है।	ᱱᱚᱣᱟ ᱦᱩᱰᱤᱧ ᱯᱚᱨᱤᱠᱷᱭᱟ ᱠᱟᱱᱟ।
demo0720	यह परीक्षा अच्छा है।	ᱱᱚᱣᱟ ᱯᱚᱨᱤᱠᱷᱭᱟ ᱱᱟᱯᱟᱭ ᱜᱮᱭᱟ।
demo0721	कक्षा में ब्लैकबोर्ड है।	ᱠᱞᱟᱥ ᱨᱮ ᱵᱞᱟᱠᱵᱚᱨᱰ ᱢᱮᱱᱟᱜᱼᱟ।
demo0722	यह पुराना प्रार्थना है।	ᱱᱚᱣᱟ ᱢᱟᱨᱮ ᱯᱨᱟᱨᱛᱷᱚᱱᱟ ᱠᱟᱱᱟ।
demo0723	यह हरा प्रार्थना है।	ᱱᱚᱣᱟ ᱦᱟᱨᱟ ᱯᱨᱟᱨᱛᱷᱚᱱᱟ ᱠᱟᱱᱟ।
demo0724	यह सफ़ेद विद्यार्थी है।	ᱱᱚᱣᱟ ᱫᱟᱹᱲ ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱠᱟᱱᱟ।
demo0725	यह लाल पुस्तकालय है।	ᱱᱚᱣᱟ ᱞᱟᱞ ᱯᱩᱛᱷᱤ ᱚᱲᱟᱜ ᱠᱟᱱᱟ।
demo0726	यह हरा विद्यार्थी है।	ᱱᱚᱣᱟ ᱦᱟᱨᱟ ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱠᱟᱱᱟ।
demo0727	यह सफ़ेद प्रार्थना है।	ᱱᱚᱣᱟ ᱫᱟᱹᱲ ᱯᱨᱟᱨᱛᱷᱚᱱᱟ ᱠᱟᱱᱟ।
demo0728	यह मेरा उत्तर है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱛᱮᱞᱟ ᱠᱟᱱᱟ।
demo0729	यह मेरा स्लेट है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱥᱞᱮᱴ ᱠᱟᱱᱟ।
demo0730	यह मेरा खेल है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱠᱷᱮᱞ ᱠᱟᱱᱟ।
demo0731	यह नया छात्र है।	ᱱᱚᱣᱟ ᱱᱟᱣᱟ ᱯᱟᱹᱴᱷ⵩ᱣᱟᱹ ᱠᱟᱱᱟ।
demo0732	यह बड़ा पेन है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱯᱮᱱ ᱠᱟᱱᱟ।
demo0733	यह नीला प्रयोगशाला है।	ᱱᱚᱣᱟ ᱱᱤᱞ ᱯᱨᱚᱭᱚᱜᱥᱟᱞᱟ ᱠᱟᱱᱟ।
demo0734	विद्यालय में खेल है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱠᱷᱮᱞ ᱢᱮᱱᱟᱜᱼᱟ।
demo0735	यह नीला गृहकार्य है।	ᱱᱚᱣᱟ ᱱᱤᱞ ᱜᱤᱨᱮ ᱠᱟᱹᱢᱤ ᱠᱟᱱᱟ।
demo0736	यह बड़ा चॉक है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱪᱟᱠ ᱠᱟᱱᱟ।
demo0737	विद्यालय में स्कूल है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱥᱠᱩᱞ ᱢᱮᱱᱟᱜᱼᱟ।
demo0738	यह पुराना कंप्यूटर है।	ᱱᱚᱣᱟ ᱢᱟᱨᱮ ᱠᱚᱢᱯᱭᱩᱴᱟᱨ ᱠᱟᱱᱟ।
demo0739	यह मेरा बस्ता है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱵᱟᱹᱜ ᱠᱟᱱᱟ।
demo0740	विद्यालय में बस्ता है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱵᱟᱹᱜ ᱢᱮᱱᱟᱜᱼᱟ।
demo0741	यह छोटा भूगोल है।	ᱱᱚᱣᱟ ᱦᱩᱰᱤᱧ ᱚᱛ ᱥᱟᱬᱮᱥ ᱠᱟᱱᱟ।
demo0742	कक्षा में परीक्षा है।	ᱠᱞᱟᱥ ᱨᱮ ᱯᱚᱨᱤᱠᱷᱭᱟ ᱢᱮᱱᱟᱜᱼᱟ।
demo0743	यह मेरा पाठ है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱯᱟᱴᱷ ᱠᱟᱱᱟ।
demo0744	विद्यालय में प्रश्न है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱠᱩᱞᱤ ᱢᱮᱱᱟᱜᱼᱟ।
demo0745	यह मेरा स्कूल है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱥᱠᱩᱞ ᱠᱟᱱᱟ।
demo0746	पुस्तकालय कहाँ है?	ᱯᱩᱛᱷᱤ ᱚᱲᱟᱜ ᱚᱠᱟᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ?
demo0747	छात्र चॉक पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱪᱟᱠ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0748	यह मेरा प्रश्न है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱠᱩᱞᱤ ᱠᱟᱱᱟ।
demo0749	यह सफ़ेद पुस्तकालय है।	ᱱᱚᱣᱟ ᱫᱟᱹᱲ ᱯᱩᱛᱷᱤ ᱚᱲᱟᱜ ᱠᱟᱱᱟ।
demo0750	यह पुराना गृहकार्य है।	ᱱᱚᱣᱟ ᱢᱟᱨᱮ ᱜᱤᱨᱮ ᱠᱟᱹᱢᱤ ᱠᱟᱱᱟ।
demo0751	वह एक परीक्षा है।	ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫ ᱯᱚᱨᱤᱠᱷᱭᱟ ᱠᱟᱱᱟ।
demo0752	विद्यालय में इतिहास है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱱᱟᱜᱟᱢ ᱢᱮᱱᱟᱜᱼᱟ।
demo0753	छात्र स्कूल पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱥᱠᱩᱞ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0754	विद्यालय में शिक्षक है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱥᱟᱦᱟᱸ ᱢᱮᱱᱟᱜᱼᱟ।
demo0755	यह छोटा कंप्यूटर है।	ᱱᱚᱣᱟ ᱦᱩᱰᱤᱧ ᱠᱚᱢᱯᱭᱩᱴᱟᱨ ᱠᱟᱱᱟ।
demo0756	यह छोटा छात्र है।	ᱱᱚᱣᱟ ᱦᱩᱰᱤᱧ ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱠᱟᱱᱟ।
demo0757	कक्षा में प्रार्थना है।	ᱠᱞᱟᱥ ᱨᱮ ᱯᱨᱟᱨᱛᱷᱚᱱᱟ ᱢᱮᱱᱟᱜᱼᱟ।
demo0758	यह मेरा दीवार है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱫᱮᱣᱟᱞ ᱠᱟᱱᱟ।
demo0759	मेरे पास कंप्यूटर है।	ᱤᱧ ᱴᱷᱮᱱ ᱠᱚᱢᱯᱭᱩᱴᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ।
demo0760	मेरे पास विद्यार्थी है।	ᱤᱧ ᱴᱷᱮᱱ ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱢᱮᱱᱟᱜᱼᱟ।
demo0761	मेरे पास प्रार्थना है।	ᱤᱧ ᱴᱷᱮᱱ ᱯᱨᱟᱨᱛᱷᱚᱱᱟ ᱢᱮᱱᱟᱜᱼᱟ।
demo0762	यह पुराना प्रयोगशाला है।	ᱱᱚᱣᱟ ᱢᱟᱨᱮ ᱯᱨᱚᱭᱚᱜᱥᱟᱞᱟ ᱠᱟᱱᱟ।
demo0763	छात्र खेल पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱠᱷᱮᱞ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0764	यह सफ़ेद प्रयोगशाला है।	ᱱᱚᱣᱟ ᱫᱟᱹᱲ ᱯᱨᱚᱭᱚᱜᱥᱟᱞᱟ ᱠᱟᱱᱟ।
demo0765	यह मेरा नक्शा है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱱᱚᱠᱥᱟ ᱠᱟᱱᱟ।
demo0766	विद्यालय में अक्षर है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱚᱠᱷᱚᱨ ᱢᱮᱱᱟᱜᱼᱟ।
demo0767	यह एक भूगोल है।	ᱱᱚᱣᱟ ᱫᱚ ᱢᱤᱫ ᱚᱛ ᱥᱟᱬᱮᱥ ᱠᱟᱱᱟ।
demo0768	यह बड़ा प्रश्न है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱠᱩᱞᱤ ᱠᱟᱱᱟ।
demo0769	मैं पेन बोलना पसंद करता हूँ।	ᱤᱧ ᱯᱮᱱ ᱨᱚᱲ ᱠᱩᱥᱤᱭᱟᱜ ᱠᱟᱱᱟᱹᱧ।
demo0770	यह काला गृहकार्य है।	ᱱᱚᱣᱟ ᱠᱟᱞᱟ ᱜᱤᱨᱮ ᱠᱟᱹᱢᱤ ᱠᱟᱱᱟ।
demo0771	कक्षा में विद्यार्थी है।	ᱠᱞᱟᱥ ᱨᱮ ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱢᱮᱱᱟᱜᱼᱟ।
demo0772	यह कंप्यूटर अच्छा है।	ᱱᱚᱣᱟ ᱠᱚᱢᱯᱭᱩᱴᱟᱨ ᱱᱟᱯᱟᱭ ᱜᱮᱭᱟ।
demo0773	विद्यालय में कुर्सी है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱠᱩᱨᱥᱤ ᱢᱮᱱᱟᱜᱼᱟ।
demo0774	यह बड़ा पाठ है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱯᱟᱴᱷ ᱠᱟᱱᱟ।
demo0775	मेरे पास छात्र है।	ᱤᱧ ᱴᱷᱮᱱ ᱯᱟᱹᱴᱷ⵩ᱣᱟᱹ ᱢᱮᱱᱟᱜᱼᱟ।
demo0776	यह मेरा अध्यापक है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱢᱟᱪᱮᱫ ᱠᱟᱱᱟ।
demo0777	यह विद्यार्थी अच्छा है।	ᱱᱚᱣᱟ ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱱᱟᱯᱟᱭ ᱜᱮᱭᱟ।
demo0778	यह अच्छा छात्र है।	ᱱᱚᱣᱟ ᱱᱟᱯᱟᱭ ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱠᱟᱱᱟ।
demo0779	यह बड़ा बस्ता है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱵᱟᱹᱜ ᱠᱟᱱᱟ।
demo0780	यह छोटा छात्र है।	ᱱᱚᱣᱟ ᱦᱩᱰᱤᱧ ᱯᱟᱹᱴᱷ⵩ᱣᱟᱹ ᱠᱟᱱᱟ।
demo0781	विद्यालय में गणित है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱮᱞᱠᱷᱟ ᱢᱮᱱᱟᱜᱼᱟ।
demo0782	यह नया गृहकार्य है।	ᱱᱚᱣᱟ ᱱᱟᱣᱟ ᱜᱤᱨᱮ ᱠᱟᱹᱢᱤ ᱠᱟᱱᱟ।
demo0783	वह एक ब्लैकबोर्ड है।	ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫ ᱵᱞᱟᱠᱵᱚᱨᱰ ᱠᱟᱱᱟ।
demo0784	छात्र प्रश्न पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱠᱩᱞᱤ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0785	कक्षा में कंप्यूटर है।	ᱠᱞᱟᱥ ᱨᱮ ᱠᱚᱢᱯᱭᱩᱴᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ।
demo0786	विद्यालय में किताब है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱯᱚᱛᱚᱢ ᱢᱮᱱᱟᱜᱼᱟ।
demo0787	यह बड़ा स्लेट है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱥᱞᱮᱴ ᱠᱟᱱᱟ।
demo0788	शिक्षक ने परीक्षा दिया।	ᱢᱟᱪᱮᱫ ᱫᱚ ᱯᱚᱨᱤᱠᱷᱭᱟ ᱮᱢ ᱠᱮᱫᱟ।
demo0789	यह हरा गृहकार्य है।	ᱱᱚᱣᱟ ᱦᱟᱨᱟ ᱜᱤᱨᱮ ᱠᱟᱹᱢᱤ ᱠᱟᱱᱟ।
demo0790	यह बड़ा उत्तर है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱛᱮᱞᱟ ᱠᱟᱱᱟ।
demo0791	यह अच्छा छात्र है।	ᱱᱚᱣᱟ ᱱᱟᱯᱟᱭ ᱯᱟᱹᱴᱷ⵩ᱣᱟᱹ ᱠᱟᱱᱟ।
demo0792	यह अच्छा प्रार्थना है।	ᱱᱚᱣᱟ ᱱᱟᱯᱟᱭ ᱯᱨᱟᱨᱛᱷᱚᱱᱟ ᱠᱟᱱᱟ।
demo0793	यह मेरा विज्ञान है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱥᱟᱬᱮᱥ ᱠᱟᱱᱟ।
demo0794	विद्यालय में मेज़ है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱴᱮᱵᱩᱞ ᱢᱮᱱᱟᱜᱼᱟ।
demo0795	यह काला पुस्तकालय है।	ᱱᱚᱣᱟ ᱠᱟᱞᱟ ᱯᱩᱛᱷᱤ ᱚᱲᱟᱜ ᱠᱟᱱᱟ।
demo0796	यह अच्छा कंप्यूटर है।	ᱱᱚᱣᱟ ᱱᱟᱯᱟᱭ ᱠᱚᱢᱯᱭᱩᱴᱟᱨ ᱠᱟᱱᱟ।
demo0797	यह मेरा शिक्षक है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱥᱟᱦᱟᱸ ᱠᱟᱱᱟ।
demo0798	विद्यालय में नक्शा है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱱᱚᱠᱥᱟ ᱢᱮᱱᱟᱜᱼᱟ।
demo0799	यह एक परीक्षा है।	ᱱᱚᱣᱟ ᱫᱚ ᱢᱤᱫ ᱯᱚᱨᱤᱠᱷᱭᱟ ᱠᱟᱱᱟ।
demo0800	यह सफ़ेद गृहकार्य है।	ᱱᱚᱣᱟ ᱫᱟᱹᱲ ᱜᱤᱨᱮ ᱠᱟᱹᱢᱤ ᱠᱟᱱᱟ।
demo0801	छात्र पाठ पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱯᱟᱴᱷ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0802	यह मेरा मेज़ है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱴᱮᱵᱩᱞ ᱠᱟᱱᱟ।
demo0803	यह हरा पुस्तकालय है।	ᱱᱚᱣᱟ ᱦᱟᱨᱟ ᱯᱩᱛᱷᱤ ᱚᱲᱟᱜ ᱠᱟᱱᱟ।
demo0804	छात्र कक्षा पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱠᱞᱟᱥ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0805	छात्र बस्ता पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱵᱟᱹᱜ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0806	यह छात्र अच्छा है।	ᱱᱚᱣᱟ ᱯᱟᱹᱴᱷ⵩ᱣᱟᱹ ᱱᱟᱯᱟᱭ ᱜᱮᱭᱟ।
demo0807	शिक्षक ने ब्लैकबोर्ड दिया।	ᱢᱟᱪᱮᱫ ᱫᱚ ᱵᱞᱟᱠᱵᱚᱨᱰ ᱮᱢ ᱠᱮᱫᱟ।
demo0808	यह नया प्रयोगशाला है।	ᱱᱚᱣᱟ ᱱᱟᱣᱟ ᱯᱨᱚᱭᱚᱜᱥᱟᱞᱟ ᱠᱟᱱᱟ।
demo0809	यह हरा प्रयोगशाला है।	ᱱᱚᱣᱟ ᱦᱟᱨᱟ ᱯᱨᱚᱭᱚᱜᱥᱟᱞᱟ ᱠᱟᱱᱟ।
demo0810	यह मेरा इतिहास है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱱᱟᱜᱟᱢ ᱠᱟᱱᱟ।
demo0811	शिक्षक ने भूगोल दिया।	ᱢᱟᱪᱮᱫ ᱫᱚ ᱚᱛ ᱥᱟᱬᱮᱥ ᱮᱢ ᱠᱮᱫᱟ।
demo0812	विद्यालय में घड़ी है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱜᱷᱟᱲᱤ ᱢᱮᱱᱟᱜᱼᱟ।
demo0813	विद्यालय में अध्यापक है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱢᱟᱪᱮᱫ ᱢᱮᱱᱟᱜᱼᱟ।
demo0814	यह मेरा गणित है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱮᱞᱠᱷᱟ ᱠᱟᱱᱟ।
demo0815	यह छोटा प्रार्थना है।	ᱱᱚᱣᱟ ᱦᱩᱰᱤᱧ ᱯᱨᱟᱨᱛᱷᱚᱱᱟ ᱠᱟᱱᱟ।
demo0816	यह बड़ा स्कूल है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱥᱠᱩᱞ ᱠᱟᱱᱟ।
demo0817	विद्यालय में शब्द है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱥᱚᱵᱚᱫ ᱢᱮᱱᱟᱜᱼᱟ।
demo0818	मैं पेन देखना पसंद करता हूँ।	ᱤᱧ ᱯᱮᱱ ᱧᱮᱞ ᱠᱩᱥᱤᱭᱟᱜ ᱠᱟᱱᱟᱹᱧ।
demo0819	यह मेरा कलम है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱠᱟᱞᱟᱢ ᱠᱟᱱᱟ।
demo0820	यह बड़ा कक्षा है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱠᱞᱟᱥ ᱠᱟᱱᱟ।
demo0821	यह नया पुस्तकालय है।	ᱱᱚᱣᱟ ᱱᱟᱣᱟ ᱯᱩᱛᱷᱤ ᱚᱲᱟᱜ ᱠᱟᱱᱟ।
demo0822	यह एक ब्लैकबोर्ड है।	ᱱᱚᱣᱟ ᱫᱚ ᱢᱤᱫ ᱵᱞᱟᱠᱵᱚᱨᱰ ᱠᱟᱱᱟ।
demo0823	यह मेरा घड़ी है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱜᱷᱟᱲᱤ ᱠᱟᱱᱟ।
demo0824	कक्षा में छात्र है।	ᱠᱞᱟᱥ ᱨᱮ ᱯᱟᱹᱴᱷ⵩ᱣᱟᱹ ᱢᱮᱱᱟᱜᱼᱟ।
demo0825	यह मेरा कुर्सी है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱠᱩᱨᱥᱤ ᱠᱟᱱᱟ।
demo0826	यह बड़ा खेल है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱠᱷᱮᱞ ᱠᱟᱱᱟ।
demo0827	यह काला प्रयोगशाला है।	ᱱᱚᱣᱟ ᱠᱟᱞᱟ ᱯᱨᱚᱭᱚᱜᱥᱟᱞᱟ ᱠᱟᱱᱟ।
demo0828	विद्यालय में विज्ञान है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱥᱟᱬᱮᱥ ᱢᱮᱱᱟᱜᱼᱟ।
demo0829	यह मेरा किताब है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱯᱚᱛᱚᱢ ᱠᱟᱱᱟ।
demo0830	विद्यालय में कलम है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱠᱟᱞᱟᱢ ᱢᱮᱱᱟᱜᱼᱟ।
